"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"immune_10_percentiles"
"ADSL"	38.1764879221055	-0.234420023294835	0.0441989939638377	-5.30374115498264	1.13453154842052e-07	5.47072706837904e-07	"cold_tumor_genes"
"AFAP1"	104.29912599961	-0.342878398918264	0.0471386938516595	-7.2738205262383	3.49460212576767e-13	3.6067096626344e-12	"cold_tumor_genes"
"AFAP1-AS1"	5.90555905877873	-0.369971019581229	0.0590948285654104	-6.26063275861302	3.83418497856941e-10	2.62017486587269e-09	"cold_tumor_genes"
"AFM"	1.42334260395286	-0.798503918395339	0.149153135605504	-5.35358452340759	8.62287276380551e-08	4.22223424986339e-07	"cold_tumor_genes"
"AGAP1"	173.396405514245	-0.301432055786528	0.0443963310807742	-6.78957131025323	1.12467230307937e-11	9.57692420198684e-11	"cold_tumor_genes"
"AGAP4"	14.9202243144799	-0.235821387549492	0.0546811329865527	-4.31266461884551	1.6129870148306e-05	5.6665078715854e-05	"cold_tumor_genes"
"AGER"	13.8174319489622	-0.278704805366166	0.060098101701933	-4.63749764923443	3.52652620071371e-06	1.36821508333701e-05	"cold_tumor_genes"
"AGRN"	179.980475841023	-0.241539538108108	0.0817285531457137	-2.95538742350507	0.00312276638906619	0.00729164889440609	"cold_tumor_genes"
"AGSK1"	43.4752542618523	-0.426252543536708	0.0520092570395203	-8.19570529940104	2.49128023271304e-16	3.8366088250981e-15	"cold_tumor_genes"
"AGT"	9.88476363156357	-0.987656292699838	0.136220822248035	-7.25040618901479	4.15523595893857e-13	4.25653275594752e-12	"cold_tumor_genes"
"AGTPBP1"	62.7015441944645	-0.276928734761934	0.0442881954319625	-6.25287917154728	4.02953894208417e-10	2.74638221838838e-09	"cold_tumor_genes"
"AGXT"	1.51728114519684	-0.782063111792677	0.142948470320957	-5.4709442503074	4.47644107756689e-08	2.28256368962611e-07	"cold_tumor_genes"
"AGXT2"	1.17001476414626	-0.372852046367949	0.130729825831469	-2.85208095395624	0.00434340376148703	0.00986005330198653	"cold_tumor_genes"
"AHCY"	78.4558369601423	-0.685417325246976	0.0759816201884674	-9.02083061070354	1.86668526549172e-19	4.07150949327061e-18	"cold_tumor_genes"
"AHSG"	3.17973180552819	-1.6870784576086	0.17632494504606	-9.56800784578665	1.08985374173095e-21	3.12536052120339e-20	"cold_tumor_genes"
"AIRN"	1.54136800660441	-0.732716114575438	0.114321811588704	-6.4092416345844	1.4624525269338e-10	1.06855562560564e-09	"cold_tumor_genes"
"AKAP7"	12.5287083106657	-0.508344223169384	0.131209377908455	-3.87429794480128	0.000106932522186237	0.000329552556775127	"cold_tumor_genes"
"AKR1C4"	1.13585317901684	-0.293551097648213	0.128906886536846	-2.277233633785	0.0227722776630672	0.044209051205219	"cold_tumor_genes"
"ALAS1"	29.3637400797033	-0.291683631321641	0.0592625839739666	-4.92188513834926	8.57145190366922e-07	3.63589193853624e-06	"cold_tumor_genes"
"ALAS2"	2.0413162435402	-0.449454223956196	0.127052629677847	-3.53754365490762	0.00040386741612762	0.00112176313207442	"cold_tumor_genes"
"ALB"	29.0376845534776	-5.22648006206337	0.252707317584678	-20.681949822494	5.03635485734734e-95	3.45661821709272e-91	"cold_tumor_genes"
"ALDH18A1"	44.4458966789638	-0.537798969383696	0.0516405638467983	-10.4142737670174	2.13420198569013e-25	9.87488064839547e-24	"cold_tumor_genes"
"ALDH1B1"	23.3041447343605	-0.492596058581665	0.0563288985591075	-8.74499717165196	2.230212327203e-18	4.29963219261327e-17	"cold_tumor_genes"
"ALDH1L1"	2.00477629151158	-0.801798073752042	0.140695637470722	-5.69881261541526	1.20644741357726e-08	6.65971910068519e-08	"cold_tumor_genes"
"ALDH3A2"	86.8361553779747	-0.338261672026498	0.0645526635300243	-5.24008853436649	1.60499576234574e-07	7.57781764427854e-07	"cold_tumor_genes"
"ALDH8A1"	6.82579530997751	-0.418942052302443	0.0844593291670127	-4.96028155130161	7.0391079851464e-07	3.03156937332474e-06	"cold_tumor_genes"
"ALDOB"	2.86472174016819	-1.49307241367201	0.163328875485869	-9.14150917423779	6.15867769552351e-20	1.42479970506549e-18	"cold_tumor_genes"
"ALG3"	11.8396364208297	-0.257139882286744	0.0549325775303493	-4.68100886299534	2.85466596071102e-06	1.12406907881124e-05	"cold_tumor_genes"
"ALG9"	25.6827877302986	-0.340346669799913	0.0349136525944621	-9.74824014414057	1.87693707851027e-22	5.98237375333228e-21	"cold_tumor_genes"
"ALK"	100.513676260963	-0.528642376327699	0.109990718979394	-4.80624530172167	1.53791187421318e-06	6.28263733179724e-06	"cold_tumor_genes"
"ALKBH2"	13.5176051827007	-0.4169546446208	0.0579221878413373	-7.19853065224224	6.08648647919333e-13	6.11022704078941e-12	"cold_tumor_genes"
"ALKBH8"	10.8082167559161	-0.32862078596488	0.0431209425939554	-7.62090914986042	2.51895193247027e-14	3.03660540337019e-13	"cold_tumor_genes"
"AMBP"	3.14704841646778	-2.03631405643214	0.191271759055349	-10.6461825127194	1.81662858414383e-26	9.59086731987729e-25	"cold_tumor_genes"
"AMH"	52.6624658643744	-0.840568471320526	0.123316884216531	-6.816329139849	9.3396185057303e-12	8.06639031178636e-11	"cold_tumor_genes"
"AMMECR1"	10.6078120334549	-0.241532138160389	0.0581152291738532	-4.15609026401392	3.2373996288219e-05	0.000108369465708735	"cold_tumor_genes"
"AMN"	1.76215043498551	-0.468017133548177	0.11211743695638	-4.17434741868264	2.98841424297983e-05	0.000100656713991419	"cold_tumor_genes"
"AMOTL1"	89.4878116274936	-0.375326248610546	0.0539573628041802	-6.9559783707863	3.50123580770901e-12	3.20117430198617e-11	"cold_tumor_genes"
"AMOTL2"	43.0356930526504	-0.335615521403788	0.0698048513467097	-4.80791112550099	1.5251553728935e-06	6.23198037862218e-06	"cold_tumor_genes"
"ANAPC1"	35.0201190048678	-0.2759972188048	0.030998767646257	-8.90349003400224	5.41176338389102e-19	1.12553745529612e-17	"cold_tumor_genes"
"ANAPC15"	9.7491709402785	-0.36553460667043	0.0498333418281452	-7.33514135839031	2.21487585474834e-13	2.35194914127222e-12	"cold_tumor_genes"
"ANGPTL2"	26.4180260058309	-0.356035325525591	0.079771836209932	-4.46317074347679	8.07556509183678e-06	2.97558849751108e-05	"cold_tumor_genes"
"ANGPTL3"	1.32878973501482	-0.644078030983658	0.143611871071644	-4.48485230487905	7.29644570780998e-06	2.70253313768317e-05	"cold_tumor_genes"
"ANK2"	263.525399217771	-0.31888283213676	0.061564950945616	-5.179616441479	2.2234259031864e-07	1.02946569252548e-06	"cold_tumor_genes"
"ANKRD13B"	123.677364728735	-0.43331649182207	0.0446030736167088	-9.71494690132175	2.6038470545719e-22	8.13554034197805e-21	"cold_tumor_genes"
"ANKRD18B"	2.21274472663847	-0.908280765973965	0.124260826964941	-7.30946983179365	2.68198458238293e-13	2.81171397918863e-12	"cold_tumor_genes"
"ANKRD19P"	15.8408332144688	-0.235489274154455	0.0546614800773051	-4.30813936654138	1.64633641465971e-05	5.77086598192772e-05	"cold_tumor_genes"
"ANKRD23"	8.26539525703463	-0.233135845159003	0.0517415059597893	-4.50578004707059	6.61295600672539e-06	2.46623372900699e-05	"cold_tumor_genes"
"ANKRD28"	41.8345643763525	-0.327533659308671	0.0312089265602665	-10.494871032369	9.12021744564053e-26	4.44988808544404e-24	"cold_tumor_genes"
"ANLN"	24.8550741341802	-0.347076307883993	0.0802669753708406	-4.32402375049601	1.53208791371918e-05	5.40814163268951e-05	"cold_tumor_genes"
"ANO3"	3.61603532356831	-0.543435487167293	0.128309675881647	-4.23534299680219	2.28203103690267e-05	7.83116984163767e-05	"cold_tumor_genes"
"ANP32A"	69.5835752871852	-0.413447575968769	0.0471766483102822	-8.76381834609174	1.88745886675376e-18	3.68367564610995e-17	"cold_tumor_genes"
"ANP32AP1"	16.4195831729474	-0.356237842351088	0.0472759609270166	-7.53528506593527	4.87269165576853e-14	5.68434680976057e-13	"cold_tumor_genes"
"ANP32B"	64.4667687900446	-0.382278955640762	0.0537112625904096	-7.11729602329288	1.10064930414075e-12	1.06948415159311e-11	"cold_tumor_genes"
"ANP32C"	10.2432363052316	-0.357071325460639	0.0475361639344291	-7.51157215700408	5.84214546575497e-14	6.74270040021832e-13	"cold_tumor_genes"
"ANP32E"	46.4538336648599	-0.233115022791645	0.0570202788545642	-4.08828275614414	4.34578255794711e-05	0.000142460854749452	"cold_tumor_genes"
"ANXA13"	1.19995338872076	-0.409583407608746	0.127308634232862	-3.2172476759084	0.00129426816020804	0.00326740821710195	"cold_tumor_genes"
"ANXA4"	11.9186332348235	-0.294358490397591	0.0972811621243892	-3.02585293976245	0.00247932857770013	0.00590712513478891	"cold_tumor_genes"
"AOX1"	5.83123263211428	-0.851289413069697	0.152020729384578	-5.59982455363787	2.14568855428584e-08	1.14901761593616e-07	"cold_tumor_genes"
"APCS"	1.91379680956051	-1.33472970161975	0.166076122311266	-8.03685492558738	9.21736909833115e-16	1.33089501917699e-14	"cold_tumor_genes"
"APEX1"	105.335202054926	-0.415145199428485	0.0604949246303132	-6.86247981901711	6.76753019040404e-12	5.95230442633144e-11	"cold_tumor_genes"
"APLN"	8.13999867159727	-0.452082620321445	0.12182450782048	-3.71093327943201	0.000206496529857078	0.000606961249073125	"cold_tumor_genes"
"APOA1"	3.47444663027319	-2.20377054373876	0.192866997730655	-11.4263744946992	3.08731679113607e-30	2.65974279202894e-28	"cold_tumor_genes"
"APOA2"	2.3017628064519	-1.69676045176403	0.179442515081444	-9.45573266733317	3.2076759556439e-21	8.72470910524542e-20	"cold_tumor_genes"
"APOA5"	1.44364948091035	-0.82758280058639	0.149934798058804	-5.5196179359365	3.39737517677757e-08	1.7611267595632e-07	"cold_tumor_genes"
"APOB"	3.54673066112236	-2.30816150051206	0.194175968426007	-11.886957584	1.38355105470278e-32	1.56523715474342e-30	"cold_tumor_genes"
"APOC1P1"	1.23622072788917	-0.476396200844043	0.136894516363546	-3.48002398853504	0.000501368888828628	0.00136749045184547	"cold_tumor_genes"
"APOC2"	4.29242842215656	-0.314227235631296	0.116757768883545	-2.69127475315761	0.00711795466673142	0.0154223599482269	"cold_tumor_genes"
"APOC3"	1.86581759919684	-1.32216950646578	0.16838570402498	-7.85202944704635	4.09358341557478e-15	5.40647097669563e-14	"cold_tumor_genes"
"APOC4"	1.26520030059987	-0.547030266454967	0.137987405897224	-3.96434923099003	7.35964435413462e-05	0.000232880094131907	"cold_tumor_genes"
"APOF"	1.21040486113802	-0.449497771380931	0.134759708659614	-3.33555018671275	0.000851307861823354	0.00222160061786348	"cold_tumor_genes"
"APOH"	2.13691032709382	-1.5385360388451	0.174677219858459	-8.80788027249215	1.27534546664024e-18	2.53713653701667e-17	"cold_tumor_genes"
"APOL4"	10.0980460765201	-0.481167260597012	0.124256722739064	-3.87236400566795	0.000107784818191277	0.000332030132638898	"cold_tumor_genes"
"APOM"	5.71950070682818	-0.325959460682726	0.0634266552491295	-5.13915576034099	2.75975569665175e-07	1.25715419898362e-06	"cold_tumor_genes"
"AQP4"	3.44064944956482	-0.741457359530161	0.142255851799352	-5.21213960727582	1.86674977780187e-07	8.72364455854302e-07	"cold_tumor_genes"
"AQP4-AS1"	1.97765409267544	-0.552518166822371	0.124025252620574	-4.45488442996902	8.39383980795453e-06	3.08348192053138e-05	"cold_tumor_genes"
"AQP9"	2.79630921853636	-0.497145903662708	0.144158869300806	-3.44859741252096	0.000563506171578086	0.00152065426904231	"cold_tumor_genes"
"ARAP3"	42.4287723152807	-0.482799109724724	0.0672525099334647	-7.17890098380528	7.02740157424653e-13	6.97994203635967e-12	"cold_tumor_genes"
"ARG1"	1.69091412905006	-1.04498611803259	0.154447685252794	-6.76595519267381	1.32432528945573e-11	1.11570612560939e-10	"cold_tumor_genes"
"ARHGAP11A"	27.4106384395039	-0.513976158218179	0.089309767778811	-5.75498258478421	8.66507271827004e-09	4.88671178496796e-08	"cold_tumor_genes"
"ARHGAP11B"	2.73626175199434	-0.307278120429757	0.0819226292831525	-3.75083323275305	0.000176247898968075	0.000523657177453488	"cold_tumor_genes"
"ARHGAP26"	81.5091054312247	-0.321562022634413	0.0716789630088323	-4.48614222550611	7.25243388227767e-06	2.68801815033026e-05	"cold_tumor_genes"
"ARHGAP33"	98.1752305283914	-0.263817513779896	0.0470726864828876	-5.60447115921038	2.08891768148916e-08	1.11978169908518e-07	"cold_tumor_genes"
"ARHGEF17"	122.234666653831	-0.236002533198725	0.0520004377638624	-4.53847204653217	5.66633053174609e-06	2.13329211279305e-05	"cold_tumor_genes"
"ARL9"	2.69261777069797	-0.402919347352189	0.0866759730584724	-4.64857022234265	3.34243830916726e-06	1.30145243543407e-05	"cold_tumor_genes"
"ARMC6"	31.4319995869942	-0.316741524455355	0.0474475457606196	-6.67561449971231	2.46198356283127e-11	1.9941873154483e-10	"cold_tumor_genes"
"ARSG"	2.84152232488778	-0.280261145287097	0.0856799924936517	-3.27102205696227	0.00107159552171809	0.00274874196987361	"cold_tumor_genes"
"AS3MT"	13.2272390107235	-0.387044654171488	0.0570891216587744	-6.77965684049022	1.20461661587466e-11	1.02196358141159e-10	"cold_tumor_genes"
"ASAP2"	60.5184233082364	-0.274206280259812	0.0389156065769692	-7.04617772608718	1.83899343234136e-12	1.73931441304128e-11	"cold_tumor_genes"
"ASB4"	1.46849331322307	-0.422582928364529	0.13028756270613	-3.24346330215482	0.00118086021548214	0.00300245885857957	"cold_tumor_genes"
"ASCL1"	17.2012999234438	-0.584093953941435	0.151031631026867	-3.86736175707148	0.000110019159946194	0.000338305630718657	"cold_tumor_genes"
"ASGR2"	1.7750175188698	-0.924111301852569	0.153409017280495	-6.02383952543618	1.70327250582782e-09	1.06209512098712e-08	"cold_tumor_genes"
"ASPDH"	2.46423770218579	-0.390794247656776	0.0936565033542121	-4.17263333202585	3.01099291043868e-05	0.000101334331523263	"cold_tumor_genes"
"ASPM"	29.3388609404584	-0.618006221992836	0.101402118142294	-6.09460860694853	1.09705530573174e-09	7.04345766916636e-09	"cold_tumor_genes"
"ASPN"	16.2294855940717	-0.313417374376561	0.111841779006243	-2.80232822797879	0.00507352262087292	0.0113547137919979	"cold_tumor_genes"
"ASS1"	4.39762856180287	-0.875342809760118	0.127251247227216	-6.87885446181232	6.03357615173797e-12	5.35018660483569e-11	"cold_tumor_genes"
"ATAD2"	39.6763621705922	-0.250512117132922	0.0803671901841282	-3.11709438340419	0.00182643088198199	0.00447160664209385	"cold_tumor_genes"
"ATF5"	23.5167335175437	-0.529795507731651	0.0947418538002768	-5.59199009181836	2.24481633366938e-08	1.19711909635464e-07	"cold_tumor_genes"
"ATIC"	45.7307886841511	-0.482570035848082	0.0555643992880186	-8.68487812397064	3.79148675911145e-18	7.10990094445399e-17	"cold_tumor_genes"
"ATOH1"	1.51757462268186	-0.528960128249435	0.150437555208637	-3.5161441404431	0.000437863198317686	0.00120804009826627	"cold_tumor_genes"
"ATP10D"	26.0267003789304	-0.573953770134853	0.0817678172144009	-7.01931138298466	2.22964383082914e-12	2.08295673669564e-11	"cold_tumor_genes"
"ATP11A"	126.71683459006	-0.331457202590902	0.0794240217542024	-4.17326137949398	3.00270125171915e-05	0.000101088323696693	"cold_tumor_genes"
"ATP11C"	32.3295511650643	-0.299804048549107	0.055595579416923	-5.39258789445853	6.94501087545717e-08	3.44572949218465e-07	"cold_tumor_genes"
"ATP2B2"	29.142558760762	-0.269548673721772	0.0701613203948308	-3.84184151901496	0.000122114676342594	0.000372054037569399	"cold_tumor_genes"
"ATP2B3"	19.212849962484	-0.351280950932362	0.1076516210648	-3.26312736824381	0.00110189985389863	0.0028205019880374	"cold_tumor_genes"
"ATP5G2"	78.6515234919353	-0.410221118050722	0.0508038696551059	-8.07460378186949	6.7696102091522e-16	9.9136752636162e-15	"cold_tumor_genes"
"ATP5I"	24.9074858394088	-0.252708017150265	0.0592650205003491	-4.26403323607685	2.00769560861846e-05	6.95231291312717e-05	"cold_tumor_genes"
"ATP5L"	32.4113390326324	-0.321695574758723	0.0512412730284379	-6.27805586680464	3.42832738341581e-10	2.36163468800707e-09	"cold_tumor_genes"
"ATP5O"	51.8136623095139	-0.238810196511163	0.0478432043925605	-4.99151759467635	5.99067245142318e-07	2.60392539106615e-06	"cold_tumor_genes"
"ATP6V1B1"	2.05520215247634	-0.777478887757779	0.114204784084414	-6.8077611108052	9.91292872699804e-12	8.50801177527677e-11	"cold_tumor_genes"
"ATP6V1C2"	51.087420696991	-0.536262402649772	0.0678514897535676	-7.90347278442145	2.71238398650582e-15	3.67420962382597e-14	"cold_tumor_genes"
"ATRIP"	10.6639186798682	-0.274183103755763	0.0413676764729779	-6.6279551362974	3.40368875067742e-11	2.70795793572056e-10	"cold_tumor_genes"
"ATRNL1"	22.9769597759857	-0.281145750633151	0.0636393628531513	-4.41779643963278	9.97122617263432e-06	3.61839173236765e-05	"cold_tumor_genes"
"ATXN7L2"	15.1726449112978	-0.35516883760714	0.0479817260733591	-7.40216883953119	1.33977998462565e-13	1.47361484420097e-12	"cold_tumor_genes"
"AURKA"	8.80967147650096	-0.271208174787461	0.0818189637199986	-3.31473490321377	0.000917300718034596	0.00237679625009903	"cold_tumor_genes"
"AURKB"	15.034346063184	-0.692291704445468	0.0935889660838961	-7.39715089730638	1.39137412477606e-13	1.52466169394034e-12	"cold_tumor_genes"
"AZGP1"	1.49897080103956	-0.451320841292567	0.137024474680627	-3.29372429519976	0.000988694242624055	0.00255007070720648	"cold_tumor_genes"
"B3GALNT2"	24.292299010122	-0.325404187332721	0.0425025717100537	-7.65610583643221	1.91655796269992e-14	2.34056515136366e-13	"cold_tumor_genes"
"B3GNT5"	8.4406350067776	-0.626644542765329	0.0804108131826953	-7.79303824899243	6.54168081113733e-15	8.48194004416358e-14	"cold_tumor_genes"
"B4GALNT3"	5.52478688848424	-0.352110586496281	0.0765861705975109	-4.59757399735723	4.2743883940965e-06	1.63708439424194e-05	"cold_tumor_genes"
"B4GALNT4"	169.821566627794	-0.452909259692761	0.0685479209482348	-6.60719177806697	3.91678518116817e-11	3.08754237673249e-10	"cold_tumor_genes"
"BAAT"	1.96162452284171	-0.417893414062743	0.115271799912263	-3.62528748905468	0.00028864017106989	0.000826817777105322	"cold_tumor_genes"
"BACE1-AS"	5.06809777198672	-0.244800375902474	0.0595393635423292	-4.11157193053357	3.92974402482088e-05	0.000129668957485676	"cold_tumor_genes"
"BAHCC1"	93.1795296727823	-0.354676879684733	0.0997719874482453	-3.55487435657944	0.000378159750502778	0.00105677378703206	"cold_tumor_genes"
"BAI1"	19.5860559113058	-0.288403503073353	0.0978466533821373	-2.94750503062176	0.00320349539956071	0.00746069112961826	"cold_tumor_genes"
"BAMBI"	5.47807164464217	-0.888938117854338	0.0949056577335659	-9.36654504149694	7.49456321437454e-21	1.93374757624025e-19	"cold_tumor_genes"
"BARD1"	3.73080461950044	-0.375702666306116	0.0713068601423425	-5.26881516807976	1.37307132969185e-07	6.54130927310395e-07	"cold_tumor_genes"
"BAZ1A"	27.6911120719722	-0.434284254188487	0.0655953824904784	-6.6206528218892	3.5761598495375e-11	2.83095468289031e-10	"cold_tumor_genes"
"BCAT1"	86.5925645557977	-0.765750212386712	0.0849691047457759	-9.01210168893512	2.02144769997056e-19	4.38649198579051e-18	"cold_tumor_genes"
"BCHE"	4.35055113620319	-0.454784838604676	0.119580670363581	-3.80316348137136	0.000142860011656826	0.000430608642953308	"cold_tumor_genes"
"BCL2L11"	28.8796432704112	-0.338103206007791	0.0623825930443555	-5.41983251269135	5.9654897216678e-08	2.98855069024672e-07	"cold_tumor_genes"
"BCL7A"	60.6641116969327	-0.338228230805637	0.0519262275547295	-6.51362994643024	7.33560869285234e-11	5.55703395827188e-10	"cold_tumor_genes"
