"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"immune_10_percentiles"
"ACSS1"	10.6838240917852	0.497736408189066	0.0759923992579902	6.5498183114245	5.76071267751323e-11	4.44077401834509e-10	"hot_tumor_genes"
"ACTN2"	25.4075731378133	0.954442681910789	0.113534202737498	8.40665331589598	4.21875736670473e-17	7.02216767829025e-16	"hot_tumor_genes"
"ADA"	5.69396071969433	0.479929057064811	0.0693907729276872	6.9163238398418	4.63514161191266e-12	4.16757929210837e-11	"hot_tumor_genes"
"ADAD2"	1.46720042230744	0.536167752047331	0.110132159168014	4.86840316305223	1.12503628463726e-06	4.69868095348502e-06	"hot_tumor_genes"
"ADAM19"	58.7929862339933	0.395366604603591	0.0579022928665498	6.82816836830298	8.60056142056684e-12	7.45937487992717e-11	"hot_tumor_genes"
"ADAM28"	3.99378214412313	0.889324108092802	0.0811168695798175	10.9634914747015	5.72472510350117e-28	3.64929070839285e-26	"hot_tumor_genes"
"ADAM33"	5.20584380744915	0.862989225053774	0.114947821347662	7.50766056229675	6.01933349379319e-14	6.92829543358655e-13	"hot_tumor_genes"
"ADAM8"	11.8230593570012	0.394269434091873	0.0586767390241164	6.71934808663833	1.82539377681619e-11	1.50761563837326e-10	"hot_tumor_genes"
"ADAMDEC1"	9.59567117384409	0.721012137575885	0.0955125668853113	7.54887195568365	4.39044247319281e-14	5.15095216655498e-13	"hot_tumor_genes"
"ADAMTS1"	47.5227122468587	0.504946469097571	0.108740708793665	4.64358265362887	3.424189139606e-06	1.33126990907265e-05	"hot_tumor_genes"
"ADAMTS8"	6.75791835027747	0.79987783174102	0.107447913603214	7.44433097784314	9.74369344413957e-14	1.09034047834149e-12	"hot_tumor_genes"
"ADAMTSL3"	7.00090950711412	0.602472119001477	0.0879659207843463	6.8489264209315	7.44062519407903e-12	6.51648118868938e-11	"hot_tumor_genes"
"ADAMTSL4"	5.42882888638572	0.447126786442333	0.0733148604615283	6.09871973604807	1.06921344537742e-09	6.87972026260033e-09	"hot_tumor_genes"
"ADAP2"	9.33453604223079	0.421219563480644	0.0626631787666002	6.72196290982219	1.79292598525313e-11	1.48258417816714e-10	"hot_tumor_genes"
"ADC"	7.1318994720941	0.51216307891371	0.0529892087091569	9.66542228861789	4.22872260559815e-22	1.27480817641678e-20	"hot_tumor_genes"
"ADCY2"	12.3372642346201	1.26238581805184	0.156116066035161	8.0862005436873	6.15548015279873e-16	9.04649081699685e-15	"hot_tumor_genes"
"ADCYAP1"	35.5080892235094	1.05984857781555	0.177403598598665	5.97422254220002	2.31190033883645e-09	1.42010823319339e-08	"hot_tumor_genes"
"ADM2"	3.39807184679318	0.379611585043751	0.0918460342976874	4.13312984002522	3.57856428821879e-05	0.000118900498135267	"hot_tumor_genes"
"ADPRH"	7.53694538525927	0.398504618301445	0.0522420801908353	7.62803886915961	2.38351706270121e-14	2.88177429953129e-13	"hot_tumor_genes"
"ADRA2A"	12.2328182509965	1.54176485984317	0.0954130133023149	16.1588530377728	9.83749868430805e-59	2.53192622387378e-55	"hot_tumor_genes"
"ADRBK1"	116.52803900009	0.437137849694389	0.0345921569376498	12.6369064086493	1.3215187561677e-36	2.9258141063971e-34	"hot_tumor_genes"
"AFAP1L2"	14.9365355163183	0.375135346822049	0.0744904669998055	5.03601819039514	4.75315410548954e-07	2.09656047626456e-06	"hot_tumor_genes"
"AGBL2"	1.646003977933	0.447731666795749	0.101772614053892	4.39933346468489	1.08583866937308e-05	3.92579775283438e-05	"hot_tumor_genes"
"AGBL4"	4.14130660180835	0.52047990193934	0.0652541656238928	7.97619426994506	1.50914342639972e-15	2.11959503066645e-14	"hot_tumor_genes"
"AGFG2"	15.0620847097135	0.361225469677046	0.0383664876326401	9.41513002534365	4.72497221093678e-21	1.2472715105537e-19	"hot_tumor_genes"
"AGPAT9"	1.78086414811758	0.532617165720165	0.0987646349449075	5.39279232912942	6.9371111397272e-08	3.44336843030162e-07	"hot_tumor_genes"
"AGTRAP"	5.08320438226663	0.395206997474382	0.0639858220490139	6.17647761361335	6.55474987007532e-10	4.34241633928092e-09	"hot_tumor_genes"
"AHNAK"	195.734090890955	0.871399566151692	0.0882052715018949	9.87922321777528	5.12284669547853e-23	1.79386757584869e-21	"hot_tumor_genes"
"AHNAK2"	24.2288967931486	0.78497900944221	0.105370605526965	7.44969629353918	9.35553468054544e-14	1.05090266815292e-12	"hot_tumor_genes"
"AHR"	30.2289514474295	1.07288083143072	0.0866005012200994	12.3888524467537	3.00309933956745e-35	4.8688043623381e-33	"hot_tumor_genes"
"AIF1"	10.4804110976985	0.640686042750553	0.0700011182226966	9.1525115457773	5.56249985412303e-20	1.29122741822315e-18	"hot_tumor_genes"
"AIFM2"	5.7704337684526	0.395361726456252	0.0612087958856943	6.45923058500578	1.05236658384249e-10	7.85365275872301e-10	"hot_tumor_genes"
"AIFM3"	1.64200333834914	0.362968086333671	0.102198031031232	3.551615257859	0.000382874262602864	0.00106885328577874	"hot_tumor_genes"
"AIM1"	9.03674526708386	0.858739694452743	0.0774426785696345	11.0887137469113	1.42319377620856e-28	9.70316551395173e-27	"hot_tumor_genes"
"AIM1L"	2.20330449564011	1.05626914240942	0.125113047656187	8.44251788440213	3.10573887137674e-17	5.26747638893304e-16	"hot_tumor_genes"
"AIM2"	1.69391521013311	0.666552823086961	0.101632450047829	6.55846457281386	5.43646185674495e-11	4.20656706615478e-10	"hot_tumor_genes"
"AK5"	13.8885057783627	0.377732156580631	0.0900852939835997	4.19305016254261	2.75228552163555e-05	9.32218438731303e-05	"hot_tumor_genes"
"AK7"	2.64409911611351	0.524085687620148	0.0824640178951193	6.35532564380624	2.07985538848663e-10	1.48129444652161e-09	"hot_tumor_genes"
"AKAP3"	2.23158288101941	0.465273567508615	0.0876732526918	5.30690436619482	1.11502639834824e-07	5.38297621148658e-07	"hot_tumor_genes"
"AKIRIN1"	47.6570841936345	0.399138315567633	0.040668005800131	9.8145534238698	9.74685927328968e-23	3.23690052317797e-21	"hot_tumor_genes"
"AKNA"	30.6161909478019	0.913155827376554	0.0843519098706584	10.8255501123418	2.60510057538332e-27	1.5238358195211e-25	"hot_tumor_genes"
"ALDH1A1"	22.4044528037256	0.805890126552604	0.12760072567472	6.31571742473454	2.68911017752494e-10	1.87690774763521e-09	"hot_tumor_genes"
"ALDH1A2"	6.79514071803428	1.15861647284379	0.167189993270357	6.92993910807949	4.21021803115826e-12	3.80880444910143e-11	"hot_tumor_genes"
"ALDH1A3"	20.3789325727476	0.503688068993878	0.104464214155732	4.82163268124522	1.42387962395471e-06	5.84949749745161e-06	"hot_tumor_genes"
"ALOX5"	6.88090981561336	0.694924338465989	0.0813639519274695	8.54093639755193	1.33138484822653e-17	2.35306558154372e-16	"hot_tumor_genes"
"ALOX5AP"	2.99253708567079	0.603583723873967	0.0831633300580974	7.25781090598833	3.93404982007751e-13	4.04000427907211e-12	"hot_tumor_genes"
"ALPK1"	5.26900031459212	0.601788856254059	0.0678287152207974	8.87218421129022	7.17250064574926e-19	1.46364507726439e-17	"hot_tumor_genes"
"ALPL"	4.64960924318283	0.676069648165396	0.108164005326314	6.25041247433286	4.09370097064171e-10	2.78366258208431e-09	"hot_tumor_genes"
"AMHR2"	2.24189603787633	0.410709929403885	0.0940272809753817	4.36798687724914	1.25397025877202e-05	4.48562328494021e-05	"hot_tumor_genes"
"AMICA1"	6.5624318071755	1.13131139107769	0.0909636644270498	12.4369592870235	1.64653384944807e-35	2.80182908761453e-33	"hot_tumor_genes"
"AMIGO2"	31.8618538282475	0.392949511241806	0.150036481751514	2.61902643046908	0.00881811149730558	0.0187106580282564	"hot_tumor_genes"
"AMOT"	29.1629668320459	0.741217526115327	0.0742858332765138	9.97791225355576	1.90431366881574e-23	7.02684918295988e-22	"hot_tumor_genes"
"AMPD3"	11.0139846486345	0.47242432860091	0.0580169234088364	8.14287109421174	3.86013171071733e-16	5.81845621695973e-15	"hot_tumor_genes"
"AMPH"	30.7242914070384	0.376931539369046	0.0992978920166751	3.79596718232194	0.000147068954192612	0.000442065659390641	"hot_tumor_genes"
"ANGPTL7"	2.6971647471864	0.845443893622258	0.122127964602479	6.92260692605615	4.43406870271151e-12	4.00251971016352e-11	"hot_tumor_genes"
"ANHX"	1.29208040315324	0.459323392515767	0.116339999784135	3.94811237208206	7.87698309947919e-05	0.000248296206396627	"hot_tumor_genes"
"ANKRD20A1"	1.81711668853643	0.389415709049233	0.0995349754735668	3.91235047978335	9.14021297723509e-05	0.000285146947274652	"hot_tumor_genes"
"ANKRD20A2"	2.13497690882949	0.3863140765694	0.0957766023599799	4.03349113510442	5.49542548027845e-05	0.000177463630236721	"hot_tumor_genes"
"ANKRD20A3"	2.77888047115401	0.444929950132586	0.094182324746857	4.72413429301588	2.31097673157588e-06	9.20902088313285e-06	"hot_tumor_genes"
"ANKRD20A8P"	2.79285228656191	1.00840178072082	0.122118688988651	8.25755491704085	1.48686799737673e-16	2.35497015892207e-15	"hot_tumor_genes"
"ANKRD22"	1.70382156049623	0.408846940898613	0.111336303376601	3.6721799493887	0.000240490239335085	0.00069830687179656	"hot_tumor_genes"
"ANKRD26P1"	3.18517824806507	1.70756074581337	0.159507200827895	10.7052267041899	9.61949180040247e-27	5.23982370820865e-25	"hot_tumor_genes"
"ANKRD65"	5.5394182130955	0.698058035925666	0.128272977575563	5.44197265175709	5.26937667109868e-08	2.66314348693966e-07	"hot_tumor_genes"
"ANO9"	5.56699833660174	1.26005432738086	0.12299570774519	10.2447016280545	1.25009989462467e-24	5.25297078169834e-23	"hot_tumor_genes"
"ANXA1"	32.253271240534	0.784035830583644	0.086980275054469	9.01394977301076	1.98765753150443e-19	4.32163342911049e-18	"hot_tumor_genes"
"ANXA11"	16.8102375129099	0.53532159812088	0.0697842229177154	7.67109778885255	1.70530470002199e-14	2.09500141846377e-13	"hot_tumor_genes"
"ANXA2R"	2.24682520881844	0.609793697178622	0.0920196478503556	6.62677712231938	3.43095054365209e-11	2.72859295843169e-10	"hot_tumor_genes"
"AOAH"	8.49759281134219	0.772548832215783	0.07610963630354	10.1504733137169	3.2976019746785e-24	1.32612548161387e-22	"hot_tumor_genes"
"AP1G2"	66.4322543575783	0.543880543022435	0.0584689630660498	9.3020384577034	1.37778417774674e-20	3.45116499024396e-19	"hot_tumor_genes"
"AP5B1"	9.36425429219789	0.361199369344281	0.0773573141498828	4.66923358590816	3.02325476490046e-06	1.18478902948802e-05	"hot_tumor_genes"
"APBB1IP"	8.53865046089238	0.969226884310617	0.0837747253584416	11.569442694842	5.88637723286868e-31	5.63723289417517e-29	"hot_tumor_genes"
"APOBEC3C"	5.47238477350549	0.535985696613079	0.0677092298012948	7.91599163343059	2.45290112823497e-15	3.34471749869921e-14	"hot_tumor_genes"
"APOBEC3D"	4.03832431779542	0.731479898454756	0.0743709755090471	9.83555605460323	7.91292584340443e-23	2.67532254705578e-21	"hot_tumor_genes"
"APOBEC3F"	6.36415018822111	0.536831186173675	0.0667459772246168	8.0428994899139	8.77372898959231e-16	1.27219070349089e-14	"hot_tumor_genes"
"APOBEC3G"	6.20808089535675	0.716037252942532	0.0660798030717014	10.8359471375176	2.32546372868587e-27	1.37986450068133e-25	"hot_tumor_genes"
"APOBR"	7.08102854741552	0.609992686042882	0.072461141061113	8.41820425555293	3.82298832351035e-17	6.40482746794778e-16	"hot_tumor_genes"
"APOD"	20.1281050416946	3.02993560590984	0.175065943278203	17.3073959970322	4.13706617148531e-67	1.41970320784804e-63	"hot_tumor_genes"
"APOE"	221.612621484839	0.365833427640583	0.0968010251117851	3.77923092465313	0.000157313483809652	0.000471071063356708	"hot_tumor_genes"
"APOL1"	13.8975159529672	0.592730097703022	0.0923741691757361	6.4166216918865	1.39331582165441e-10	1.02130198532803e-09	"hot_tumor_genes"
"APOL2"	22.9101067365839	0.476681240556573	0.0764299679754964	6.23683684794162	4.4650724239654e-10	3.02520043466428e-09	"hot_tumor_genes"
"APOL3"	14.2812966150001	0.896804253518898	0.0834750880218564	10.74337595528	6.36726121995159e-27	3.51479647503494e-25	"hot_tumor_genes"
"APOL6"	18.1112579242968	0.738105820450633	0.0940844294269816	7.84514318624287	4.32459767331698e-15	5.70060602391784e-14	"hot_tumor_genes"
"AQP1"	62.3682668279565	0.563989254032622	0.0877762100908356	6.42530878752882	1.31602096396142e-10	9.68091162842648e-10	"hot_tumor_genes"
"AQP3"	3.99214269409045	0.410763961292459	0.0979043541978249	4.19556376892566	2.72193688646301e-05	9.2269806539798e-05	"hot_tumor_genes"
"AQP5"	1.84330030135806	0.386552251139144	0.102242071311287	3.78075528186673	0.000156353305137982	0.000468400196826866	"hot_tumor_genes"
"AQP6"	1.5454681540236	0.420424303538876	0.105499880322387	3.98506900912248	6.74605173705383e-05	0.000214651839384853	"hot_tumor_genes"
"AQP7P1"	2.78385595540899	1.01008958467455	0.113027893210111	8.93663993892963	4.01182953546978e-19	8.47216103952028e-18	"hot_tumor_genes"
"AQP7P3"	1.27571431722466	0.441809796546492	0.11569061583438	3.81889052418026	0.000134053234201004	0.00040620398707854	"hot_tumor_genes"
"ARAP2"	4.65285474720948	1.10727063533121	0.0849424084538044	13.0355455594763	7.68155954090431e-39	2.4332817068803e-36	"hot_tumor_genes"
"AREG"	1.380524081036	0.455887409612691	0.111679905553228	4.08208985631178	4.46325327100778e-05	0.000146102360651908	"hot_tumor_genes"
"ARF3"	149.022947134393	0.371385856279484	0.0357013656948919	10.4025672141898	2.41341891195834e-25	1.10920302225942e-23	"hot_tumor_genes"
"ARHGAP15"	7.49786104882495	1.01589070767171	0.0819642394389059	12.3943162850786	2.80528149373278e-35	4.58418618698079e-33	"hot_tumor_genes"
"ARHGAP20"	4.00745159718308	0.448795007094734	0.105704129329687	4.245766082562	2.17847812449144e-05	7.49705241238153e-05	"hot_tumor_genes"
"ARHGAP25"	9.25484662846929	0.731790257545653	0.0735089820487202	9.95511347253642	2.39549442557654e-23	8.72977526064087e-22	"hot_tumor_genes"
"ARHGAP27"	28.4118142949062	0.43954841306733	0.0603925314502287	7.2781915662796	3.38324691503753e-13	3.50055547641321e-12	"hot_tumor_genes"
"ARHGAP30"	21.9848380955725	1.14079116140145	0.0905250306613262	12.6019417289059	2.06009628450929e-36	4.32830433653533e-34	"hot_tumor_genes"
"ARHGAP31"	19.5481474176002	0.419354100206692	0.0753463683116724	5.56568431370205	2.61125608148719e-08	1.37649162103997e-07	"hot_tumor_genes"
"ARHGAP36"	234.758352512811	1.00589724890584	0.168893816482901	5.95579678316808	2.58807765721467e-09	1.57878028738413e-08	"hot_tumor_genes"
"ARHGAP4"	30.6718944741667	0.706460317029925	0.0711321069299075	9.93166584712668	3.0314807174656e-23	1.09313814312814e-21	"hot_tumor_genes"
"ARHGAP9"	8.19351375359891	1.13492183136515	0.0958259063479221	11.8435804535415	2.32318798439715e-32	2.54438513823071e-30	"hot_tumor_genes"
"ARHGDIB"	57.0470794217302	0.773405131036006	0.0768372916465956	10.0654918264584	7.84940141329469e-24	3.01528311753242e-22	"hot_tumor_genes"
"ARHGEF1"	66.2347190799826	0.465928300338602	0.0629730166380465	7.39885629136435	1.37362406329546e-13	1.50761830827577e-12	"hot_tumor_genes"
"ARHGEF19"	7.70256664303762	0.370763745523101	0.0520487381758158	7.12339546581698	1.05300122015934e-12	1.02657647363072e-11	"hot_tumor_genes"
"ARHGEF26"	4.42493757828757	0.723728450314784	0.114926148941172	6.29733491448706	3.0280657130568e-10	2.10066957654446e-09	"hot_tumor_genes"
"ARHGEF5"	3.71279349973579	0.362561205788079	0.10497884980839	3.45365953665747	0.000553035084092341	0.00149474827795502	"hot_tumor_genes"
"ARHGEF6"	18.8481831954517	0.858760682449346	0.0775659537016577	11.0713610993865	1.72756526152095e-28	1.17008449785251e-26	"hot_tumor_genes"
"ARID5A"	13.0758264309542	0.758880772192812	0.076792761707214	9.88219143734118	4.97332000450986e-23	1.75117736670505e-21	"hot_tumor_genes"
"ARID5B"	22.4111651175897	0.433086725726104	0.0748544226470751	5.78571994026363	7.22024211690719e-09	4.12156321561184e-08	"hot_tumor_genes"
"ARL11"	2.05409473911794	0.425185923939797	0.0911609248108722	4.66412473131347	3.09933358018195e-06	1.2127570964642e-05	"hot_tumor_genes"
"ARL4D"	9.0596186146922	0.541852779463125	0.0610465876805821	8.87605351994931	6.92745195102882e-19	1.41785522536465e-17	"hot_tumor_genes"
"ARMC7"	11.1886679017073	0.402303455162597	0.0423435402452907	9.50094047007182	2.0800314538053e-21	5.80323138670069e-20	"hot_tumor_genes"
"ARNTL"	6.67020929249246	0.447261671046574	0.0582021631707045	7.684622816076	1.5344840767714e-14	1.89305135654422e-13	"hot_tumor_genes"
"ARPC1B"	47.5417166603152	0.664931984123517	0.0628407566309878	10.5812218020881	3.64177912920754e-26	1.86527940971102e-24	"hot_tumor_genes"
"ARRDC2"	13.7838646502544	0.72784653862172	0.081963763321063	8.88010151230669	6.67993739339616e-19	1.37128525353965e-17	"hot_tumor_genes"
"ARRDC4"	21.7226998152077	0.560343478688596	0.0557248574218066	10.055539028967	8.6844858148446e-24	3.3175058057078e-22	"hot_tumor_genes"
"ARRDC5"	1.29600122466263	0.521945427598073	0.114850451078024	4.54456576094325	5.50486197817863e-06	2.07629800569148e-05	"hot_tumor_genes"
"ASB2"	2.64921999035243	0.578672193402286	0.0846830657499968	6.83338738716256	8.29326039651011e-12	7.20194987617643e-11	"hot_tumor_genes"
"ASIC2"	15.9160970938371	0.643184400874121	0.107752930035225	5.96906646217285	2.38614905255211e-09	1.46309734937606e-08	"hot_tumor_genes"
"ASPA"	1.81035428291706	0.857846040829467	0.105722100438414	8.11416002209664	4.89156467210456e-16	7.31425683359717e-15	"hot_tumor_genes"
"ATF3"	28.8902809468559	0.566262757372133	0.0982118537080982	5.76572721104683	8.13064806489212e-09	4.6080386362821e-08	"hot_tumor_genes"
"ATF7IP2"	5.49259510944938	0.39330676386117	0.0827162836571539	4.75488920043077	1.98555282108121e-06	7.98331040540169e-06	"hot_tumor_genes"
"ATHL1"	29.9776760667244	1.28871519020845	0.123319967090889	10.4501746198054	1.46255693246123e-25	6.95474532087224e-24	"hot_tumor_genes"
"ATL3"	6.75952445585983	0.419167564495903	0.0524451231450039	7.9924984318744	1.32231194527294e-15	1.86738017511453e-14	"hot_tumor_genes"
"ATP10B"	1.22547369535259	0.448040937474548	0.118751999979173	3.7729127724428	0.000161352711347808	0.000482254656213001	"hot_tumor_genes"
"ATP13A2"	75.8148649778504	0.410860406941302	0.0555124962629674	7.40122377122119	1.34935124302475e-13	1.48255827608749e-12	"hot_tumor_genes"
"ATP1A2"	9.67912275648392	1.37234190042265	0.141694815757492	9.68519485406856	3.48543262799654e-22	1.06161328121966e-20	"hot_tumor_genes"
"ATP1B1"	153.718862923885	0.472516586048245	0.0729468294373595	6.47754795777658	9.32251475998883e-11	6.99528348790707e-10	"hot_tumor_genes"
"ATP1B2"	11.2736283979372	0.689901514393423	0.096771795735727	7.12915895740395	1.0098405922872e-12	9.86367068083184e-12	"hot_tumor_genes"
"ATP2A3"	31.2950172634986	0.826736977712548	0.0970973253231403	8.51451855096074	1.67283843673169e-17	2.9239170978188e-16	"hot_tumor_genes"
"ATP2B4"	161.694406244845	0.423478255361948	0.092081611864059	4.59894485760233	4.24636150538908e-06	1.62756112055028e-05	"hot_tumor_genes"
"ATP6V0E1"	26.3391003514545	0.399353650186772	0.0428512983987055	9.31952274750293	1.16864775587726e-20	2.94162069602845e-19	"hot_tumor_genes"
"ATP6V1C1"	68.2669189943726	0.393145571673883	0.0430564492821762	9.13093341945943	6.79112007361725e-20	1.56935086774163e-18	"hot_tumor_genes"
"ATP8A2"	9.01353041344458	0.820050170891351	0.1092836448944	7.50386914422338	6.19611599808504e-14	7.11930962056757e-13	"hot_tumor_genes"
"ATP8B4"	4.13765282190932	0.510664782016907	0.0655292558378152	7.79292814313047	6.5473860139393e-15	8.48399484122154e-14	"hot_tumor_genes"
"AVPR2"	1.54132658202962	0.510915497988646	0.105235462050333	4.85497462579945	1.20402159657412e-06	4.9991539974715e-06	"hot_tumor_genes"
"AXL"	25.3669586039873	0.407778461628227	0.081352495584169	5.01248866061314	5.37305427248547e-07	2.35035452454803e-06	"hot_tumor_genes"
"B2M"	546.523437492338	0.710069834688408	0.0704857607400044	10.0739472374795	7.20279950998611e-24	2.78246982946743e-22	"hot_tumor_genes"
"B3GALT4"	4.44396612344854	0.3832173778537	0.0621553954588744	6.16547244248906	7.02730081486702e-10	4.63756806981128e-09	"hot_tumor_genes"
"B3GNT1"	53.5104257563456	0.59863826989784	0.0536515189474641	11.1578997508725	6.55211701249886e-29	4.76707029283928e-27	"hot_tumor_genes"
"B4GALT1"	30.3532004175315	0.46294025928758	0.0653567670769928	7.08327966623898	1.4078215501348e-12	1.3532701081828e-11	"hot_tumor_genes"
"BACE2"	9.73616346118346	0.438567120240349	0.0721402416492118	6.07936860501411	1.20656705826523e-09	7.70093482011194e-09	"hot_tumor_genes"
"BAG3"	14.0319635814245	0.607530816441142	0.0974076588278354	6.2369922832755	4.46063984101483e-10	3.02418749840288e-09	"hot_tumor_genes"
"BAGE"	2.79964116540183	1.54297622435582	0.13387065730003	11.5258732232689	9.77164215823987e-31	9.06297801973689e-29	"hot_tumor_genes"
"BAGE2"	2.05382813587952	1.15369745796943	0.127197415602399	9.07013285219352	1.18871988677212e-19	2.65751818334832e-18	"hot_tumor_genes"
"BAGE3"	2.03977471172466	1.14997581101349	0.12748916986251	9.0201843203911	1.87773098379369e-19	4.09126782606477e-18	"hot_tumor_genes"
"BAGE4"	2.08802517734923	1.18556121645468	0.128370153039874	9.23548962418413	2.57107404842105e-20	6.25749582233918e-19	"hot_tumor_genes"
"BAGE5"	2.14226691944004	1.23195939276005	0.128544562783285	9.58390900466967	9.34399246030266e-22	2.70594662106374e-20	"hot_tumor_genes"
"BAIAP2-AS1"	28.1057172550165	0.560028484179558	0.0536550339122353	10.4375758124691	1.67021400523629e-25	7.8875473320677e-24	"hot_tumor_genes"
"BAIAP3"	26.5152069552557	0.819005046851319	0.104916454776876	7.80625926212508	5.89103339239599e-15	7.67698592085022e-14	"hot_tumor_genes"
"BANK1"	3.07567807054248	1.51266299048659	0.126042470865085	12.0012165748934	3.50111886904945e-33	4.29095461391239e-31	"hot_tumor_genes"
"BATF"	1.91718243890973	0.608601766314709	0.0949937628469617	6.4067550129074	1.48649383867928e-10	1.08381402756397e-09	"hot_tumor_genes"
"BATF2"	2.15458178524976	0.575297682601766	0.0969550642458104	5.93365273982195	2.962681210989e-09	1.79047860681724e-08	"hot_tumor_genes"
"BCAR3"	9.36920655859942	0.393266405752122	0.0560413302386738	7.01743524069191	2.25977838719983e-12	2.1091947866022e-11	"hot_tumor_genes"
"BCAS1"	1.23976385548315	0.405318183149139	0.121540305768723	3.33484584052644	0.000853466993067056	0.00222623292072206	"hot_tumor_genes"
"BCL2A1"	2.34543878148964	0.598724584808672	0.0925209717054007	6.47123104927056	9.72076593809414e-11	7.27555691259027e-10	"hot_tumor_genes"
"BCL3"	10.2981160887655	0.763090669842222	0.0779548105063	9.7888849307196	1.25674151736631e-22	4.09435250673612e-21	"hot_tumor_genes"
"BCL6"	23.6160262884088	0.704572382686256	0.0856224244536648	8.22883008957006	1.89050711758434e-16	2.95786789901684e-15	"hot_tumor_genes"
"BCORP1"	1.40428834323442	0.512923117538644	0.112042643361454	4.57792767244821	4.69604996242963e-06	1.78826833228086e-05	"hot_tumor_genes"
"BEAN1"	3.04519284273557	0.623166126144642	0.0953635537604812	6.53463615365898	6.37643643483516e-11	4.88796821270498e-10	"hot_tumor_genes"
"BEND6"	6.39030359203174	0.380275403130411	0.0918432881477674	4.14048114782849	3.46578093197933e-05	0.000115526031065978	"hot_tumor_genes"
"BEX5"	6.01860134308398	0.95873434863032	0.0929762974858693	10.3115995641365	6.24530817566535e-25	2.70148939783507e-23	"hot_tumor_genes"
"BHLHE40"	62.5020150311023	0.514436001149871	0.0972480178275342	5.28993816678304	1.22357718258775e-07	5.87731258106254e-07	"hot_tumor_genes"
"BIN2"	7.5519382166228	0.954533588778253	0.0856269305193779	11.1475861973382	7.35752108843359e-29	5.33420278911435e-27	"hot_tumor_genes"
"BIRC3"	17.9180603513551	1.51872122874551	0.112066524083786	13.5519615796242	7.71407939701126e-42	3.60983851782868e-39	"hot_tumor_genes"
"BLCAP"	70.8833428966407	0.48828303387375	0.0509305592231292	9.58723095371011	9.04806976977706e-22	2.63135249378121e-20	"hot_tumor_genes"
"BLK"	3.97091572672253	1.1721542549259	0.121672390498307	9.63369134218018	5.76215050478804e-22	1.71201556845001e-20	"hot_tumor_genes"
"BLNK"	2.6752128708193	0.683806585595184	0.0961528799638324	7.1116599508241	1.14655477815459e-12	1.11146717901144e-11	"hot_tumor_genes"
